StudyHours,Attendance,Discussions,Motivation,AssignmentCompletion,ExamScore,FinalGrade
19,100,0,1,84,44,3
19,100,0,0,84,44,3
19,69,1,1,78,63,2
19,69,0,1,79,100,0
19,69,1,0,78,63,2
19,69,0,0,79,100,0
27,78,0,1,82,84,1
27,78,1,1,88,43,3
27,78,1,1,65,55,2
27,78,0,2,82,84,1
27,78,1,2,88,43,3
27,78,1,2,65,55,2
27,78,0,0,82,84,1
27,78,1,0,88,43,3
27,78,1,0,65,55,2
14,62,0,1,53,48,3
14,62,0,1,92,91,0
14,62,0,0,53,48,3
14,62,0,0,92,91,0
21,61,1,1,52,70,1
21,61,0,1,76,80,1
21,61,1,0,52,70,1
21,61,0,0,76,80,1
21,61,1,2,52,70,1
21,61,0,2,76,80,1
23,86,1,1,64,79,1
26,82,0,1,67,78,1
26,82,0,1,50,46,3
26,82,0,2,67,78,1
26,82,0,2,50,46,3
24,79,1,1,71,74,1
24,79,1,1,92,69,2
24,79,1,0,71,74,1
24,79,1,0,92,69,2
9,76,1,1,99,68,2
9,76,0,1,81,52,3
9,76,0,1,52,47,3
23,85,1,2,57,89,0
23,85,0,2,71,69,2
23,85,1,0,57,89,0
23,85,0,0,71,69,2
30,94,0,1,87,80,1
30,94,1,1,93,61,2
30,94,0,0,87,80,1
30,94,1,0,93,61,2
28,76,1,1,99,97,0
28,76,0,1,85,68,2
28,76,1,2,99,97,0
28,76,0,2,85,68,2
30,96,1,1,69,74,1
30,96,0,1,60,45,3
30,96,1,1,61,88,0
33,69,1,1,59,62,2
33,69,0,1,85,45,3
16,97,1,1,60,93,0
16,97,1,1,53,74,1
16,97,1,1,97,61,2
16,97,1,0,60,93,0
16,97,1,0,53,74,1
16,97,1,0,97,61,2
12,65,1,1,54,80,1
12,65,0,1,67,54,3
16,78,1,2,91,93,0
16,78,1,2,56,50,3
16,78,1,0,91,93,0
16,78,1,0,56,50,3
16,78,1,1,91,93,0
16,78,1,1,56,50,3
12,81,1,0,67,88,0
9,87,0,1,88,95,0
9,87,0,1,86,41,3
9,87,0,1,87,92,0
9,87,1,1,79,65,2
9,87,0,1,56,83,1
21,86,0,1,96,42,3
21,86,1,1,93,62,2
21,86,1,1,59,64,2
21,86,0,1,97,78,1
21,86,0,2,96,42,3
21,86,1,2,93,62,2
21,86,1,2,59,64,2
21,86,0,2,97,78,1
18,94,0,1,72,43,3
18,94,1,1,87,58,2
18,94,0,0,72,43,3
18,94,1,0,87,58,2
18,94,0,2,72,43,3
18,94,1,2,87,58,2
31,85,1,1,59,79,1
31,85,0,1,90,70,1
31,85,0,1,83,99,0
31,85,1,1,82,41,3
16,61,1,0,51,65,2
16,61,0,0,91,50,3
16,61,1,1,51,65,2
16,61,0,1,91,50,3
11,96,0,2,50,74,1
11,96,0,2,100,82,1
11,96,0,2,88,98,0
11,96,0,2,53,67,2
11,96,0,2,81,44,3
11,96,0,1,50,74,1
11,96,0,1,100,82,1
11,96,0,1,88,98,0
11,96,0,1,53,67,2
11,96,0,1,81,44,3
9,69,0,2,83,64,2
9,69,0,2,58,64,2
10,97,1,2,63,42,3
10,97,1,2,66,75,1
10,97,1,1,63,42,3
10,97,1,1,66,75,1
30,72,1,1,78,50,3
7,92,1,2,58,91,0
19,65,1,0,75,60,2
19,65,1,1,75,60,2
19,65,1,2,75,60,2
24,87,1,2,77,87,0
24,87,0,2,98,47,3
24,87,1,2,74,40,3
26,99,1,2,73,40,3
26,99,1,2,50,95,0
26,99,1,1,73,40,3
26,99,1,1,50,95,0
21,92,0,1,72,61,2
21,92,1,1,73,72,1
21,92,0,1,89,68,2
21,92,0,1,79,48,3
20,68,1,1,75,54,3
20,68,1,2,75,54,3
20,68,1,0,75,54,3
9,73,1,1,85,89,0
9,73,1,1,90,64,2
9,73,0,1,65,56,2
9,73,1,0,85,89,0
9,73,1,0,90,64,2
9,73,0,0,65,56,2
28,91,0,1,50,52,3
28,91,0,1,73,94,0
15,73,0,2,72,76,1
15,73,1,2,80,61,2
15,73,0,1,72,76,1
15,73,1,1,80,61,2
13,79,1,2,69,61,2
13,79,1,1,69,61,2
26,73,1,0,80,77,1
26,73,1,0,99,50,3
26,73,1,2,80,77,1
26,73,1,2,99,50,3
28,66,0,1,83,81,1
28,66,0,1,100,68,2
25,62,0,1,75,56,2
25,62,1,1,51,77,1
25,62,1,1,89,63,2
25,62,0,0,75,56,2
25,62,1,0,51,77,1
25,62,1,0,89,63,2
13,95,0,1,62,78,1
13,95,1,1,59,83,1
13,95,0,1,78,97,0
13,95,0,0,62,78,1
13,95,1,0,59,83,1
13,95,0,0,78,97,0
19,87,1,0,80,91,0
19,87,1,0,67,98,0
19,87,1,2,80,91,0
19,87,1,2,67,98,0
19,87,1,1,80,91,0
19,87,1,1,67,98,0
18,87,1,2,91,69,2
18,87,1,0,91,69,2
25,98,0,1,89,98,0
28,93,1,1,60,50,3
28,93,0,1,58,62,2
17,79,1,0,74,45,3
17,79,0,0,93,81,1
17,79,0,0,71,43,3
17,79,1,0,83,41,3
17,79,1,1,74,45,3
17,79,0,1,93,81,1
17,79,0,1,71,43,3
17,79,1,1,83,41,3
10,72,1,1,56,79,1
10,72,1,1,97,58,2
10,72,1,1,85,87,0
10,72,1,1,80,41,3
10,72,0,1,96,85,0
30,77,0,1,68,80,1
30,77,1,1,90,68,2
30,77,0,1,79,89,0
16,64,1,2,69,67,2
16,64,1,2,72,91,0
16,64,0,2,98,84,1
16,64,1,2,56,62,2
16,64,1,2,51,82,1
16,64,0,2,61,56,2
16,64,1,1,69,67,2
16,64,1,1,72,91,0
16,64,0,1,98,84,1
16,64,1,1,56,62,2
16,64,1,1,51,82,1
16,64,0,1,61,56,2
20,97,1,0,67,44,3
20,97,0,0,54,73,1
20,97,1,1,67,44,3
20,97,0,1,54,73,1
20,97,1,2,67,44,3
20,97,0,2,54,73,1
15,85,1,2,50,44,3
15,85,1,2,91,50,3
15,85,1,2,95,87,0
23,76,0,0,91,90,0
23,76,0,1,91,90,0
23,76,0,2,91,90,0
19,93,0,1,52,89,0
19,93,1,1,57,98,0
19,93,1,1,67,46,3
19,93,0,0,52,89,0
19,93,1,0,57,98,0
19,93,1,0,67,46,3
30,64,1,0,73,81,1
30,64,1,1,73,81,1
18,60,1,1,83,68,2
18,60,1,1,56,54,3
18,60,0,1,58,46,3
18,60,0,1,81,100,0
23,99,1,1,63,74,1
23,99,1,1,55,93,0
23,99,1,0,63,74,1
23,99,1,0,55,93,0
23,99,1,2,63,74,1
23,99,1,2,55,93,0
11,95,1,2,74,41,3
11,95,1,2,68,58,2
11,95,1,0,74,41,3
11,95,1,0,68,58,2
13,74,1,2,97,61,2
13,74,1,0,97,61,2
30,96,0,1,93,85,0
30,96,0,1,100,75,1
30,96,1,1,97,54,3
30,96,0,1,75,44,3
30,96,1,1,96,84,1
30,96,1,1,67,60,2
30,96,0,2,93,85,0
30,96,0,2,100,75,1
30,96,1,2,97,54,3
30,96,0,2,75,44,3
30,96,1,2,96,84,1
30,96,1,2,67,60,2
33,93,1,0,54,63,2
33,93,0,0,90,99,0
33,93,1,0,70,44,3
33,93,0,0,52,67,2
33,93,1,2,54,63,2
33,93,0,2,90,99,0
33,93,1,2,70,44,3
33,93,0,2,52,67,2
33,93,1,1,54,63,2
33,93,0,1,90,99,0
33,93,1,1,70,44,3
33,93,0,1,52,67,2
17,89,0,2,56,97,0
17,89,0,1,56,97,0
16,69,1,1,62,64,2
16,69,1,1,80,56,2
16,69,1,0,62,64,2
16,69,1,0,80,56,2
8,99,0,2,71,66,2
8,99,0,2,53,54,3
8,99,0,2,59,52,3
8,99,0,2,82,44,3
21,62,0,1,97,94,0
21,62,0,0,97,94,0
27,88,1,2,90,46,3
27,88,1,2,86,88,0
27,88,1,1,90,46,3
27,88,1,1,86,88,0
13,82,1,2,79,87,0
13,82,1,0,79,87,0
23,70,0,2,89,81,1
23,70,1,2,55,52,3
23,70,1,2,54,40,3
23,70,0,1,89,81,1
23,70,1,1,55,52,3
23,70,1,1,54,40,3
19,61,0,1,74,43,3
19,61,1,1,71,42,3
19,61,0,2,74,43,3
19,61,1,2,71,42,3
19,61,0,0,74,43,3
19,61,1,0,71,42,3
36,68,1,2,67,88,0
36,68,0,2,77,61,2
36,68,1,2,67,61,2
36,68,1,2,100,63,2
11,70,0,2,58,92,0
11,70,1,2,84,64,2
11,70,0,2,52,93,0
22,88,1,0,50,45,3
22,88,0,0,100,92,0
22,88,1,0,75,46,3
22,88,0,0,70,50,3
22,88,1,1,50,45,3
22,88,0,1,100,92,0
22,88,1,1,75,46,3
22,88,0,1,70,50,3
18,83,0,1,92,99,0
18,83,1,1,55,43,3
18,83,1,1,73,48,3
18,83,0,0,92,99,0
18,83,1,0,55,43,3
18,83,1,0,73,48,3
20,77,0,1,91,59,2
20,77,0,1,75,55,2
20,77,0,1,84,100,0
20,77,0,2,91,59,2
20,77,0,2,75,55,2
20,77,0,2,84,100,0
20,94,0,1,54,44,3
20,94,0,0,54,44,3
20,94,0,2,54,44,3
9,65,0,1,55,56,2
9,65,1,1,60,81,1
9,65,1,1,56,61,2
9,65,0,1,91,57,2
9,65,0,1,63,43,3
9,65,1,1,61,64,2
9,65,1,1,54,99,0
28,77,1,0,97,49,3
28,77,1,2,97,49,3
39,97,0,1,56,65,2
39,97,1,1,93,42,3
39,97,1,1,50,42,3
39,97,1,1,78,79,1
39,97,1,1,55,65,2
26,81,0,1,58,41,3
26,81,0,1,68,50,3
26,81,1,1,82,56,2
26,81,0,0,58,41,3
26,81,0,0,68,50,3
26,81,1,0,82,56,2
22,88,0,1,81,43,3
22,88,0,1,64,45,3
22,88,1,1,84,93,0
24,93,1,1,59,63,2
24,93,0,1,67,73,1
24,93,1,2,59,63,2
24,93,0,2,67,73,1
24,93,1,0,59,63,2
24,93,0,0,67,73,1
27,85,1,0,93,45,3
27,85,1,0,99,44,3
27,85,1,1,93,45,3
27,85,1,1,99,44,3
20,60,1,0,97,55,2
20,60,1,0,81,57,2
20,60,0,0,78,47,3
20,60,1,0,82,62,2
20,60,1,0,85,53,3
20,60,1,0,76,89,0
20,60,1,1,97,55,2
20,60,1,1,81,57,2
20,60,0,1,78,47,3
20,60,1,1,82,62,2
20,60,1,1,85,53,3
20,60,1,1,76,89,0
25,79,1,1,87,43,3
25,79,1,1,50,59,2
25,79,1,1,74,99,0
25,79,1,1,100,91,0
25,79,1,1,57,73,1
25,88,1,1,95,73,1
25,88,1,1,100,85,0
25,88,1,0,95,73,1
25,88,1,0,100,85,0
27,70,1,2,69,62,2
27,70,1,2,62,66,2
27,70,1,0,69,62,2
27,70,1,0,62,66,2
24,94,0,1,87,81,1
24,94,1,1,90,40,3
24,94,0,0,87,81,1
24,94,1,0,90,40,3
22,96,1,0,68,72,1
22,96,0,0,67,41,3
22,96,1,2,68,72,1
22,96,0,2,67,41,3
22,96,1,1,68,72,1
22,96,0,1,67,41,3
15,99,1,1,89,81,1
15,99,1,1,61,48,3
15,99,1,1,62,61,2
15,99,1,2,89,81,1
15,99,1,2,61,48,3
15,99,1,2,62,61,2
15,99,1,0,89,81,1
15,99,1,0,61,48,3
15,99,1,0,62,61,2
19,82,0,1,72,83,1
19,82,1,1,78,69,2
19,82,0,1,78,76,1
19,82,0,2,72,83,1
19,82,1,2,78,69,2
19,82,0,2,78,76,1
19,82,0,0,72,83,1
19,82,1,0,78,69,2
19,82,0,0,78,76,1
9,62,1,0,55,74,1
9,62,0,0,79,67,2
10,67,0,1,96,98,0
10,67,1,1,78,73,1
15,66,1,1,92,63,2
15,66,1,1,74,48,3
15,66,0,1,73,55,2
15,66,1,2,92,63,2
15,66,1,2,74,48,3
15,66,0,2,73,55,2
15,66,1,0,92,63,2
15,66,1,0,74,48,3
15,66,0,0,73,55,2
25,99,1,0,54,76,1
25,99,1,0,61,74,1
25,99,0,0,55,93,0
25,99,0,0,87,90,0
25,99,1,1,54,76,1
25,99,1,1,61,74,1
25,99,0,1,55,93,0
25,99,0,1,87,90,0
8,84,0,1,60,100,0
8,84,0,1,80,85,0
8,84,1,1,97,97,0
8,84,0,1,68,43,3
8,84,0,0,60,100,0
8,84,0,0,80,85,0
8,84,1,0,97,97,0
8,84,0,0,68,43,3
13,66,0,1,96,87,0
13,66,1,1,95,67,2
13,66,0,1,60,54,3
13,66,0,0,96,87,0
13,66,1,0,95,67,2
13,66,0,0,60,54,3
22,91,1,0,68,52,3
22,91,0,0,64,98,0
22,91,1,1,68,52,3
22,91,0,1,64,98,0
22,91,1,2,68,52,3
22,91,0,2,64,98,0
28,69,0,0,77,62,2
28,69,0,1,77,62,2
28,69,0,2,77,62,2
31,88,0,1,74,67,2
31,88,0,1,100,53,3
31,88,1,1,88,98,0
31,88,0,0,74,67,2
31,88,0,0,100,53,3
31,88,1,0,88,98,0
23,73,0,1,86,44,3
23,73,0,1,57,75,1
23,73,1,1,94,98,0
23,73,0,1,79,51,3
37,94,0,2,61,91,0
12,71,0,1,67,65,2
12,71,0,1,56,67,2
12,71,1,1,75,56,2
17,76,1,0,53,47,3
17,76,1,1,53,47,3
21,100,0,1,83,87,0
21,100,1,1,97,89,0
21,100,0,0,83,87,0
21,100,1,0,97,89,0
25,89,1,0,77,78,1
25,89,0,0,61,92,0
25,89,1,0,63,59,2
25,89,1,1,77,78,1
25,89,0,1,61,92,0
25,89,1,1,63,59,2
22,93,1,1,51,51,3
22,93,1,1,73,77,1
22,93,1,1,93,51,3
22,93,1,1,60,50,3
22,93,1,1,89,89,0
22,93,1,0,51,51,3
22,93,1,0,73,77,1
22,93,1,0,93,51,3
22,93,1,0,60,50,3
22,93,1,0,89,89,0
5,70,1,1,67,76,1
5,70,1,1,58,86,0
5,70,0,1,64,79,1
5,70,1,1,95,99,0
5,70,0,1,89,97,0
29,61,1,2,66,76,1
29,61,1,2,97,78,1
29,61,1,1,66,76,1
29,61,1,1,97,78,1
26,80,1,1,63,54,3
21,99,1,1,99,52,3
21,99,1,1,50,45,3
21,99,1,0,99,52,3
21,99,1,0,50,45,3
21,99,1,2,99,52,3
21,99,1,2,50,45,3
24,77,1,1,96,74,1
24,77,1,1,56,76,1
24,77,1,0,96,74,1
24,77,1,0,56,76,1
24,77,1,2,96,74,1
24,77,1,2,56,76,1
24,94,1,0,67,46,3
24,94,0,0,76,66,2
24,94,0,0,81,40,3
24,94,1,2,67,46,3
24,94,0,2,76,66,2
24,94,0,2,81,40,3
11,92,0,1,51,91,0
11,92,0,2,51,91,0
6,65,0,1,98,78,1
6,65,1,1,92,40,3
17,72,0,0,53,93,0
17,72,0,0,64,79,1
29,74,1,2,85,42,3
29,74,1,2,53,47,3
29,74,1,2,92,98,0
29,74,1,0,85,42,3
29,74,1,0,53,47,3
29,74,1,0,92,98,0
29,74,1,1,85,42,3
29,74,1,1,53,47,3
29,74,1,1,92,98,0
24,91,0,0,53,83,1
24,91,0,0,99,40,3
24,91,1,0,63,58,2
24,91,0,2,53,83,1
24,91,0,2,99,40,3
24,91,1,2,63,58,2
24,91,0,1,53,83,1
24,91,0,1,99,40,3
24,91,1,1,63,58,2
26,62,1,0,82,97,0
11,85,1,0,61,83,1
11,85,1,0,50,90,0
15,69,1,0,96,78,1
15,69,1,0,56,100,0
15,69,1,1,96,78,1
15,69,1,1,56,100,0
27,66,0,0,89,68,2
27,66,1,0,54,66,2
27,66,0,0,85,54,3
27,66,1,0,93,40,3
13,84,0,2,76,93,0
13,84,0,0,76,93,0
15,81,1,1,81,78,1
15,81,1,1,85,94,0
15,81,0,1,92,83,1
15,81,1,1,92,76,1
15,81,1,1,77,49,3
15,81,1,0,81,78,1
15,81,1,0,85,94,0
15,81,0,0,92,83,1
15,81,1,0,92,76,1
15,81,1,0,77,49,3
18,72,0,1,63,47,3
18,72,1,1,79,63,2
18,72,0,2,63,47,3
18,72,1,2,79,63,2
24,61,1,1,57,56,2
24,61,1,1,66,58,2
24,61,1,0,57,56,2
24,61,1,0,66,58,2
19,71,0,1,53,85,0
19,71,1,1,84,66,2
19,71,0,2,53,85,0
19,71,1,2,84,66,2
34,65,1,2,76,94,0
34,65,0,2,58,56,2
34,65,1,2,54,70,1
24,95,1,1,55,51,3
24,95,1,1,62,73,1
24,95,0,1,62,72,1
24,95,1,0,55,51,3
24,95,1,0,62,73,1
24,95,0,0,62,72,1
24,95,1,2,55,51,3
24,95,1,2,62,73,1
24,95,0,2,62,72,1
18,77,0,0,78,76,1
18,77,0,0,97,66,2
18,77,0,1,78,76,1
18,77,0,1,97,66,2
18,77,0,2,78,76,1
18,77,0,2,97,66,2
17,91,1,0,61,41,3
17,91,1,2,61,41,3
29,63,1,1,64,88,0
13,96,1,1,77,92,0
13,96,1,1,95,100,0
13,96,1,1,80,54,3
13,96,1,1,52,61,2
13,96,0,1,86,84,1
10,73,1,0,97,71,1
10,73,0,0,89,87,0
10,73,0,0,56,73,1
10,79,0,2,53,69,2
10,79,0,2,55,76,1
10,79,1,2,97,79,1
18,98,0,0,84,66,2
18,98,0,1,84,66,2
28,72,0,0,55,68,2
28,72,0,0,81,76,1
28,72,1,0,93,97,0
28,72,1,0,91,59,2
28,72,0,1,55,68,2
28,72,0,1,81,76,1
28,72,1,1,93,97,0
28,72,1,1,91,59,2
13,77,0,0,91,78,1
23,83,1,0,91,84,1
23,83,0,0,84,74,1
23,83,1,0,76,67,2
23,83,1,1,91,84,1
23,83,0,1,84,74,1
23,83,1,1,76,67,2
27,83,1,1,65,41,3
23,99,1,0,80,50,3
23,99,1,2,80,50,3
15,62,0,1,50,90,0
15,62,1,1,67,82,1
15,62,0,0,50,90,0
15,62,1,0,67,82,1
33,88,0,1,58,57,2
33,88,1,1,91,75,1
33,88,0,1,78,98,0
10,94,0,2,60,88,0
10,94,0,1,60,88,0
10,94,0,0,60,88,0
32,97,1,0,72,86,0
32,97,1,0,77,83,1
32,97,0,0,94,85,0
32,97,1,0,50,79,1
32,97,1,1,72,86,0
32,97,1,1,77,83,1
32,97,0,1,94,85,0
32,97,1,1,50,79,1
19,85,1,0,83,61,2
19,85,1,0,100,94,0
19,85,1,2,83,61,2
19,85,1,2,100,94,0
28,74,1,0,57,68,2
28,74,1,0,79,99,0
7,96,0,1,51,74,1
7,96,1,1,79,76,1
11,99,0,2,88,73,1
11,99,0,1,88,73,1
18,96,0,1,94,55,2
18,96,1,1,77,97,0
18,96,1,1,64,95,0
18,96,0,2,94,55,2
18,96,1,2,77,97,0
18,96,1,2,64,95,0
17,65,1,1,73,54,3
17,65,1,1,65,87,0
17,65,1,0,73,54,3
17,65,1,0,65,87,0
24,93,1,1,95,69,2
24,93,0,1,50,97,0
24,93,1,1,77,90,0
24,93,1,2,95,69,2
24,93,0,2,50,97,0
24,93,1,2,77,90,0
10,76,1,1,94,86,0
10,76,0,1,100,44,3
10,76,1,1,53,54,3
10,76,1,0,94,86,0
10,76,0,0,100,44,3
10,76,1,0,53,54,3
23,100,0,1,96,90,0
23,100,1,1,71,53,3
32,79,1,1,50,98,0
32,79,1,1,59,64,2
31,91,1,1,91,56,2
31,91,1,1,96,65,2
31,91,1,1,57,60,2
31,91,0,1,63,94,0
31,91,1,1,91,61,2
31,91,1,0,91,56,2
31,91,1,0,96,65,2
31,91,1,0,57,60,2
31,91,0,0,63,94,0
31,91,1,0,91,61,2
31,91,1,2,91,56,2
31,91,1,2,96,65,2
31,91,1,2,57,60,2
31,91,0,2,63,94,0
31,91,1,2,91,61,2
29,82,1,1,62,92,0
29,82,1,0,62,92,0
25,86,0,1,64,42,3
22,68,0,2,78,47,3
22,68,0,2,83,94,0
22,68,0,2,62,58,2
22,68,1,2,59,76,1
22,68,0,1,78,47,3
22,68,0,1,83,94,0
22,68,0,1,62,58,2
22,68,1,1,59,76,1
33,90,0,1,72,91,0
33,90,0,1,86,100,0
33,90,1,1,79,53,3
33,90,0,1,93,48,3
19,74,0,1,65,67,2
19,74,1,1,85,83,1
19,74,0,2,65,67,2
19,74,1,2,85,83,1
28,80,0,0,50,64,2
28,80,0,0,67,91,0
28,80,0,1,50,64,2
28,80,0,1,67,91,0
9,65,1,0,79,45,3
9,65,1,0,96,70,1
9,65,1,1,79,45,3
9,65,1,1,96,70,1
8,85,1,0,81,89,0
8,85,0,0,64,90,0
13,98,1,1,53,46,3
13,98,0,1,66,74,1
24,90,0,0,54,75,1
24,90,0,2,54,75,1
11,75,0,1,77,93,0
11,79,1,0,69,56,2
11,79,0,0,82,43,3
11,79,0,0,72,40,3
11,79,1,1,69,56,2
11,79,0,1,82,43,3
11,79,0,1,72,40,3
12,69,1,0,86,79,1
23,97,1,1,94,50,3
23,97,1,1,73,61,2
23,97,1,0,94,50,3
23,97,1,0,73,61,2
17,62,1,0,67,62,2
17,62,1,2,67,62,2
17,62,1,1,67,62,2
20,78,1,1,78,84,1
20,78,1,1,76,74,1
20,78,1,1,83,100,0
20,78,1,1,51,40,3
20,78,1,1,77,96,0
20,78,1,1,67,45,3
20,78,1,0,78,84,1
20,78,1,0,76,74,1
20,78,1,0,83,100,0
20,78,1,0,51,40,3
20,78,1,0,77,96,0
20,78,1,0,67,45,3
20,78,1,2,78,84,1
20,78,1,2,76,74,1
20,78,1,2,83,100,0
20,78,1,2,51,40,3
20,78,1,2,77,96,0
20,78,1,2,67,45,3
25,95,0,0,67,79,1
25,95,0,1,67,79,1
16,68,1,1,50,96,0
16,68,1,1,60,76,1
16,68,1,1,68,46,3
16,68,1,1,82,45,3
16,68,1,1,96,66,2
29,71,0,0,75,76,1
29,71,1,0,59,100,0
29,71,1,0,74,78,1
29,71,0,1,75,76,1
29,71,1,1,59,100,0
29,71,1,1,74,78,1
30,79,0,1,66,49,3
26,98,0,1,88,65,2
26,98,0,1,95,93,0
26,98,0,0,88,65,2
26,98,0,0,95,93,0
23,78,0,1,89,43,3
23,78,0,1,81,100,0
23,78,0,1,54,63,2
23,78,1,1,93,65,2
23,78,0,1,65,70,1
23,78,0,1,67,50,3
23,78,0,1,89,90,0
23,78,1,1,95,51,3
23,78,1,1,67,68,2
23,78,0,2,89,43,3
23,78,0,2,81,100,0
23,78,0,2,54,63,2
23,78,1,2,93,65,2
23,78,0,2,65,70,1
23,78,0,2,67,50,3
23,78,0,2,89,90,0
23,78,1,2,95,51,3
23,78,1,2,67,68,2
11,70,1,0,94,90,0
11,70,1,1,94,90,0
14,63,1,0,52,72,1
14,63,1,1,52,72,1
22,68,0,2,75,88,0
22,68,0,1,75,88,0
39,92,0,1,89,81,1
39,92,0,1,91,70,1
39,92,0,1,83,54,3
39,92,1,1,66,40,3
39,92,1,1,58,88,0
39,92,1,1,62,85,0
24,99,1,0,84,55,2
24,99,0,0,53,56,2
24,99,1,1,84,55,2
24,99,0,1,53,56,2
24,99,1,2,84,55,2
24,99,0,2,53,56,2
23,89,0,0,56,61,2
23,89,0,0,89,100,0
23,89,1,0,75,46,3
23,89,1,0,76,54,3
23,89,0,1,56,61,2
23,89,0,1,89,100,0
23,89,1,1,75,46,3
23,89,1,1,76,54,3
23,89,0,2,56,61,2
23,89,0,2,89,100,0
23,89,1,2,75,46,3
23,89,1,2,76,54,3
25,75,1,2,81,63,2
25,75,0,2,68,90,0
25,75,1,2,67,76,1
25,75,0,2,85,79,1
25,75,1,2,66,97,0
25,75,1,0,81,63,2
25,75,0,0,68,90,0
25,75,1,0,67,76,1
25,75,0,0,85,79,1
25,75,1,0,66,97,0
25,75,1,1,81,63,2
25,75,0,1,68,90,0
25,75,1,1,67,76,1
25,75,0,1,85,79,1
25,75,1,1,66,97,0
31,78,1,0,83,62,2
31,78,1,0,50,92,0
31,78,1,0,100,85,0
31,78,1,0,97,84,1
31,78,1,0,74,90,0
31,78,0,0,92,57,2
24,64,1,1,60,92,0
24,64,1,1,96,85,0
24,64,0,1,92,97,0
24,64,1,1,84,42,3
25,85,1,1,55,63,2
25,85,1,1,71,97,0
16,82,1,1,69,59,2
16,82,0,1,85,60,2
16,82,1,1,50,81,1
16,82,1,2,69,59,2
16,82,0,2,85,60,2
16,82,1,2,50,81,1
16,82,1,0,69,59,2
16,82,0,0,85,60,2
16,82,1,0,50,81,1
23,82,1,1,69,54,3
23,82,1,1,61,70,1
23,82,1,2,69,54,3
23,82,1,2,61,70,1
25,71,1,1,74,59,2
25,71,1,0,74,59,2
30,90,1,2,89,97,0
20,99,1,1,78,59,2
20,99,0,1,78,71,1
20,99,1,2,78,59,2
20,99,0,2,78,71,1
20,99,1,0,78,59,2
20,99,0,0,78,71,1
24,62,1,0,76,88,0
24,62,0,0,50,100,0
24,62,1,0,100,78,1
24,62,1,1,76,88,0
24,62,0,1,50,100,0
24,62,1,1,100,78,1
11,80,1,0,98,42,3
11,80,1,0,79,66,2
18,96,0,0,97,42,3
18,96,0,1,97,42,3
23,90,0,1,86,95,0
23,90,0,1,70,41,3
23,90,1,1,93,44,3
23,90,1,1,74,62,2
23,90,0,0,86,95,0
23,90,0,0,70,41,3
23,90,1,0,93,44,3
23,90,1,0,74,62,2
23,90,0,2,86,95,0
23,90,0,2,70,41,3
23,90,1,2,93,44,3
23,90,1,2,74,62,2
7,75,0,1,62,47,3
7,75,0,1,65,40,3
27,68,0,1,74,73,1
27,68,1,1,50,52,3
9,78,1,0,53,83,1
9,78,1,0,64,99,0
9,78,1,0,62,57,2
9,78,1,1,53,83,1
9,78,1,1,64,99,0
9,78,1,1,62,57,2
14,77,1,0,52,83,1
14,77,0,0,97,70,1
14,77,0,0,68,91,0
14,77,0,0,60,59,2
14,77,1,1,52,83,1
14,77,0,1,97,70,1
14,77,0,1,68,91,0
14,77,0,1,60,59,2
14,77,1,2,52,83,1
14,77,0,2,97,70,1
14,77,0,2,68,91,0
14,77,0,2,60,59,2
11,82,1,0,92,49,3
11,82,0,0,87,59,2
11,82,1,1,92,49,3
11,82,0,1,87,59,2
11,82,1,2,92,49,3
11,82,0,2,87,59,2
10,90,0,0,96,98,0
10,90,1,0,66,100,0
29,85,1,2,89,71,1
29,85,1,2,94,50,3
29,85,0,2,81,100,0
12,74,1,0,93,86,0
12,74,1,1,93,86,0
12,74,1,2,93,86,0
18,79,0,0,63,65,2
18,79,1,0,91,89,0
18,79,1,0,71,70,1
18,79,0,1,63,65,2
18,79,1,1,91,89,0
18,79,1,1,71,70,1
18,79,0,2,63,65,2
18,79,1,2,91,89,0
18,79,1,2,71,70,1
14,88,1,1,64,65,2
14,88,1,1,95,55,2
25,92,1,1,63,69,2
25,92,0,1,55,40,3
25,92,1,1,56,100,0
25,92,1,2,63,69,2
25,92,0,2,55,40,3
25,92,1,2,56,100,0
26,68,0,0,94,49,3
26,68,0,0,55,60,2
26,68,0,2,94,49,3
26,68,0,2,55,60,2
18,65,1,1,99,81,1
18,65,1,1,61,45,3
18,65,1,0,99,81,1
18,65,1,0,61,45,3
12,76,0,1,98,46,3
12,76,1,1,78,63,2
29,93,1,1,80,70,1
29,93,1,1,74,75,1
12,84,0,1,51,100,0
12,84,0,2,51,100,0
26,86,0,1,68,92,0
20,93,0,1,78,64,2
20,93,1,1,87,77,1
20,93,0,1,77,48,3
20,93,1,1,75,46,3
20,93,0,0,78,64,2
20,93,1,0,87,77,1
20,93,0,0,77,48,3
20,93,1,0,75,46,3
11,88,1,0,51,62,2
11,88,1,0,74,82,1
25,97,0,2,80,49,3
25,97,1,2,60,48,3
25,97,0,1,80,49,3
25,97,1,1,60,48,3
25,97,0,0,80,49,3
25,97,1,0,60,48,3
12,75,1,2,79,86,0
12,75,1,2,54,93,0
12,75,1,0,79,86,0
12,75,1,0,54,93,0
20,95,1,0,61,92,0
20,95,1,0,55,86,0
20,95,1,1,61,92,0
20,95,1,1,55,86,0
16,72,0,1,68,82,1
16,72,0,1,53,97,0
16,72,1,1,86,73,1
17,83,1,0,83,94,0
17,83,1,1,83,94,0
